130134,AP06202
130135,AP06198
130136,AP06199
130137,AP06201
130138,AP06203
130139,AP06211
130140,AP06204
130141,AP06209
130142,AP06207
130143,AP06215
130144,AP06219
130145,AP06208
130146,AP06210
130147,AP06213
130148,AP06226
130149,AP06214
130150,AP06224
130151,AP06217
130152,AP06221
130153,AP06225
130154,AP06220
130155,AP06235
130156,AP06223
130157,AP06227
130158,AP06228
130160,AP06230
130161,AP06234
130162,AP06231
130163,AP06233
130164,AP06232
130167,AP06239
140001,AP06084
140002,AP06128
140003,AP06129
140004,AP06114
140005,AP06130
140006,AP06098
140007,AP06115
140008,AP06147
140009,AP06140
140010,AP06116
140011,AP06092
140012,AP06117
140013,AP06131
140014,AP06145
140015,AP06132
140016,AP06118
140017,AP06133
140018,AP06141
140019,AP06134
140020,AP06142
140021,AP06168
140022,AP06193
140023,AP06212
200001,AM05008
200002,AM05011
200003,AM05009
200004,AM05014
200005,AM05020
200006,AM05025
200007,AM05023
200008,AM05005
200009,AM05015
200010,AM05003
200011,AM05021
200012,AM05007
200013,AM05022
200014,AM05018
200015,AM05024
200016,AM05012
200017,AM05010
200018,AM05004
200019,AM05016
200020,AM05019
200021,AM05001
200022,AM05006
200023,AM05002
200025,AM05028
200026,AM05030
200027,AM05035
200028,AM05029
200029,AM05034
200030,AM05037
200031,AM05038
200032,AM05039
200033,AM05040
200036,AM05044
200037,AM05047
200038,AM05017
200039,AM05051
200041,AM05052
200042,AM05053
200043,AM05055
200045,AM05057
200046,AM05088
200047,AM05092
230001,AM05013
230003,AM05031
230004,AM05049
230005,AM05027
230006,AM05061
230007,AM05026
230009,AM05033
230010,AM05032
230011,AM05043
230012,AM05046
230013,AM05036
230014,AM05048
230015,AM05045
230016,AM05050
230018,AM05063
230019,AM05062
230020,AM05060
230021,AM05064
230022,AM05096
230023,AM05076
230024,AM05075
230026,AM05081
230027,AM05082
230028,AM05089
230029,AM05083
230030,AM05086
230031,AM05087
230032,AM05084
230033,AM05093
230034,AM05090
230036,AM05094
230037,AM05065
230038,AM05041
230039,AM05097
240001,AM05058
240002,AM05059
240003,AM05067
240004,AM05066
240005,AM05074
240006,AM05070
240007,AM05073
240008,AM05072
240009,AM05069
240010,AM05068
240011,AM05071
240012,AM05080
240013,AM05078
240014,AM05077
240015,AM05079
240016,AM05085
240017,AM05091
240018,AM05095
300001,BR08050
300002,BR08026
300003,BR08048
300004,BR08073
300005,BR08001
300006,BR08046
300007,BR08070
300008,BR08028
300009,BR08066
300010,BR08009
300011,BR08049
300012,BR08031
300013,BR08003
300014,BR08002
300015,BR08067
300016,BR08090
300017,BR08093
300018,BR08104
300019,BR08116
300020,BR08117
300021,BR08118
300022,BR08135
300023,BR08136
300024,BR08151
300025,BR08148
300026,BR08161
300027,BR08162
300028,BR08213
300029,BR08254
300030,BR08290
300031,BR08291
300032,BR09535
300033,BR09546
330001,BR08027
330002,BR08004
330003,BR08074
330004,BR08047
330005,BR08080
330006,BR08078
330007,BR08085
330008,BR08087
330009,BR08145
330010,BR08109
330011,BR08121
330012,BR08124
330013,BR08157
330014,BR08153
330015,BR08160
330016,BR08171
330017,BR08149
330018,BR08173
330019,BR08174
330020,BR08177
330021,BR08178
330022,BR08179
330023,BR08193
330024,BR08194
330025,BR08196
330026,BR08197
330027,BR08200
330028,BR08202
330029,BR08206
330030,BR08207
330031,BR08209
330032,BR08210
330033,BR08215
330034,BR08231
330035,BR08216
330036,BR08212
330037,BR08217
330038,BR08219
330039,BR08220
330040,BR08218
330041,BR08224
330042,BR08230
330043,BR08227
330044,BR08235
330045,BR08234
330046,BR08243
330047,BR08241
330048,BR08242
330049,BR08279
330050,BR08240
330051,BR08250
330052,BR08251
330053,BR08255
330054,BR08257
330055,BR08258
330056,BR08262
330057,BR08259
330058,BR08271
330059,BR08272
330060,BR08274
330061,BR08275
330062,BR08284
330063,BR08278
330064,BR08299
330065,BR08282
330066,BR08285
330067,BR08286
330068,BR08293
330069,BR08296
330070,BR09510
330071,BR09501
330072,BR09503
330073,BR09505
330074,BR09507
330075,BR09506
330076,BR09514
330077,BR09513
330078,BR09511
330079,BR09520
330080,BR09522
330081,BR09527
330082,BR09525
330083,BR09533
330084,BR09532
330085,BR09534
330086,BR09536
330087,BR09538
330088,BR09543
330089,BR09547
330090,BR09544
330091,BR
330092,BR
330093,BR
340001,BR08111
340002,BR08103
340003,BR08097
340004,BR08098
340005,BR08099
340006,BR08112
340007,BR08150
340008,BR08100
340009,BR08125
340010,BR08139
340011,BR08126
340012,BR08127
340013,BR08140
340014,BR08114
340015,BR08102
340016,BR08115
340017,BR08130
340018,BR08158
340019,BR08201
340020,BR08211
340021,BR08225
340022,BR08244
340023,BR08246
340024,BR08252
340025,BR08264
340026,BR08265
340027,BR08273
340028,BR08289
340029,BR09517
340030,BR09521
340031,BR09526
340032,BR09530
340033,BR09539
340034,BR09541
400001,GT03001
400002,GT03041
400003,GT03006
400004,GT03022
400005,GT03045
400006,GT03072
400007,GT03081
400008,GT03051
400009,GT03061
400010,GT03035
400011,GT03083
400012,GT03067
400013,GT03066
400014,GT03032
400015,GT03027
400016,GT03064
400017,GT03023
400018,GT03011
400019,GT03042
400020,GT03037
400021,GT03021
400022,GT03048
400023,GT03053
400024,GT03028
400025,GT03047
400026,GT03077
400027,GT03058
400028,GT03038
400029,GT03030
400030,GT03029
400031,GT03010
400032,GT03005
400033,GT03056
400034,GT03043
400035,GT03018
400036,GT03078
400037,GT03003
400038,GT03086
400039,GT03076
400040,GT03044
400041,GT03033
430001,GT03004
430002,GT03020
430003,GT03019
430004,GT03057
430005,GT03071
430006,GT03089
430007,GT03040
430008,GT03052
430009,GT03050
430011,GT03079
430013,GT03046
430014,GT03090
430015,GT03062
430016,GT03024
430017,GT03002
430018,GT03013
430019,GT03059
430020,GT03009
430021,GT03007
430022,GT03091
430023,GT03034
430024,GT03017
430025,GT03008
430026,GT03063
430027,GT03025
430028,GT03015
430029,GT03068
430030,GT03075
430031,GT03085
430032,GT03026
430033,GT03054
430034,GT03082
430035,GT03039
430036,GT03012
430037,GT03094
430040,GT03065
430045,GT03097
440001,GT03036
440002,GT03049
440003,GT03060
440004,GT03031
440005,GT03055
440006,GT03080
440007,GT03014
440008,GT03084
440009,GT03073
440010,GT03087
440011,GT03069
440012,GT03070
500001,HA04001
500002,HA04003
500003,HA04048
500004,HA04049
500005,HA04037
500006,HA04025
500007,HA04015
500008,HA04010
500009,HA04060
500010,HA04007
500011,HA04046
500012,HA04066
500013,HA04094
500014,HA04104
500015,HA04120
500016,HA04121
500017,HA04107
500018,HA04135
500019,HA04136
500020,HA04142
500021,HA04230
500022,HA04290
500023,HA03822
500024,HA03821
500025,HA03863
500026,HA03875
530001,HA04070
530002,HA04035
530003,HA04011
530004,HA04006
530005,HA04002
530006,HA04040
530007,HA04069
530008,HA04020
530009,HA04050
530010,HA04022
530011,HA04051
530012,HA04019
530013,HA04018
530014,HA04028
530015,HA04029
530016,HA04013
530017,HA04072
530018,HA04052
530019,HA04062
530020,HA04064
530021,HA04031
530022,HA04045
530023,HA04027
530024,HA04012
530025,HA04014
530026,HA04054
530027,HA04057
530028,HA04039
530029,HA04074
530030,HA04043
530031,HA04053
530033,HA04024
530034,HA04059
530035,HA04042
530036,HA04004
530037,HA04005
530038,HA04033
530039,HA04056
530040,HA04044
530041,HA04071
530042,HA04034
530043,HA04041
530044,HA04162
530045,HA04008
530046,HA04068
530047,HA04055
530048,HA04021
530049,HA04016
530050,HA04095
530051,HA04036
530052,HA04122
530053,HA04081
530054,HA04067
530055,HA04017
530056,HA04032
530057,HA04038
530058,HA04063
530059,HA04026
530061,HA04009
530062,HA04030
530063,HA04075
530064,HA04023
530065,HA04073
530066,HA04047
530067,HA04078
530068,HA04093
530069,HA04065
530070,HA04089
530071,HA04061
530072,HA04077
530073,HA04105
530074,HA04086
530075,HA04083
530076,HA04168
530077,HA04117
530078,HA04084
530079,HA04079
530080,HA04091
530081,HA04080
530082,HA04076
530083,HA04082
530084,HA04092
530085,HA04088
530086,HA04108
530087,HA04090
530088,HA04097
530089,HA04085
530090,HA04161
530091,HA04096
530092,HA04058
530093,HA04109
530094,HA04098
530095,HA04099
530096,HA04100
530097,HA04123
530098,HA04110
530099,HA04106
530100,HA04111
530101,HA04112
530102,HA04124
530103,HA04113
530104,HA04114
530105,HA04116
530106,HA04118
530107,HA04119
530108,HA04137
530109,HA04125
530110,HA04126
530111,HA04127
530112,HA04132
530113,HA04133
530114,HA04134
530115,HA04163
530116,HA04138
530117,HA04157
530118,HA04147
530119,HA04241
530120,HA04143
530121,HA04139
530122,HA04141
530123,HA04144
530124,HA04152
530125,HA04145
530126,HA04148
530127,HA04184
530128,HA04140
530129,HA04149
530130,HA04155
530131,HA04154
530132,HA04151
530133,HA04158
530134,HA04283
530135,HA04159
530136,HA04153
530137,HA04156
530138,HA04150
530139,HA04177
530140,HA04199
530141,HA04160
530142,HA04165
530143,HA04164
530144,HA04172
530145,HA04166
530146,HA04170
530147,HA04176
530148,HA04180
530149,HA04167
530150,HA04171
530151,HA04232
530152,HA04175
530153,HA04182
530154,HA04188
530155,HA04174
530156,HA04173
530157,HA04178
530158,HA04179
530159,HA04181
530160,HA04185
530161,HA04183
530162,HA04186
530163,HA04187
530164,HA04189
530165,HA04190
530166,HA04191
530167,HA04192
530168,HA04206
530169,HA04211
530170,HA04193
530171,HA04210
530172,HA04194
530173,HA04195
530174,HA04196
530175,HA04197
530176,HA04198
530177,HA04200
530178,HA04202
530179,HA04201
530180,HA04203
530181,HA04204
530182,HA04208
530183,HA04205
530184,HA04207
530185,HA04209
530186,HA04212
530188,HA04215
530189,HA04216
530190,HA04214
530191,HA04213
530192,HA03806
530193,HA04217
530194,HA04218
530195,HA04235
530196,HA04225
530197,HA04236
530198,HA04254
530199,HA04223
530200,HA04228
530201,HA04229
530202,HA04224
530203,HA04265
530204,HA03844
530205,HA04227
530206,HA04219
530207,HA04222
530208,HA04248
530209,HA04221
530210,HA04231
530211,HA04251
530212,HA04244
530213,HA04258
530214,HA04115
530215,HA04243
530216,HA04246
530217,HA04237
530218,HA04238
530219,HA04240
530220,HA04239
530221,HA04242
530222,HA04270
530223,HA04233
530224,HA04245
530225,HA04257
530226,HA04284
530227,HA04253
530228,HA04226
530229,HA04292
530230,HA04252
530231,HA04250
530232,HA04299
530233,HA04249
530234,HA04247
530235,HA04255
530236,HA04260
530237,HA04256
530238,HA04259
530239,HA04298
530240,HA03802
530241,HA04261
530242,HA04266
530243,HA04262
530244,HA04264
530245,HA04268
530246,HA04267
530247,HA04269
530248,HA04271
530249,HA04285
530250,HA03801
530251,HA04272
530252,HA04280
530253,HA04273
530254,HA04275
530255,HA04288
530256,HA04291
530257,HA03837
530258,HA04277
530259,HA03831
530260,HA03870
530261,HA04276
530263,HA04278
530264,HA03841
530265,HA04274
530266,HA04279
530267,HA04282
530268,HA04286
530269,HA04287
530270,HA04281
530271,HA03815
530272,HA03851
530273,HA03856
530274,HA03812
530275,HA03805
530276,HA03814
530277,HA03818
530278,HA03804
530279,HA03817
530281,HA04295
530282,HA04294
530283,HA04293
530284,HA03807
530285,HA03811
530286,HA04297
530287,HA04300
530288,HA03803
530289,HA03808
530290,HA03813
530291,HA03810
530292,HA03826
530293,HA03809
530294,HA03820
530295,HA03819
530296,HA03824
530297,HA03816
530298,HA03840
530299,HA04169
530300,HA03825
530301,HA03835
530302,HA03842
530303,HA03833
530304,HA03846
530305,HA03830
530306,HA03828
530307,HA03823
530308,HA03859
530309,HA03850
530310,HA03838
530311,HA03896
530312,HA03827
530313,HA03829
530314,HA03832
530315,HA03839
530316,HA03834
530317,HA03836
530318,HA03843
530319,HA03845
530320,HA03853
530321,HA03847
530322,HA03848
530323,HA03868
530324,HA03849
530325,HA03854
530326,HA03852
530327,HA03865
530328,HA03862
530329,HA03878
530330,HA03860
530331,HA03867
530332,HA03876
530333,HA03873
530334,HA03855
530335,HA03900
530336,HA03858
530337,HA03857
530338,HA03872
530339,HA03861
530340,HA03864
530341,HA03866
530342,HA03869
530344,HA03895
530345,HA03874
530346,HA03871
530347,HA03901
530348,HA03898
530349,HA03877
530350,HA03905
530351,HA03879
530352,HA03886
530353,HA03885
530355,HA03883
530356,HA03889
530357,HA03890
530359,HA03881
530360,HA03884
530361,HA03891
530362,HA03897
530363,HA03880
530364,HA03882
530365,HA03888
530366,HA03892
530367,HA03893
530368,HA03894
530369,HA03899
530370,HA03902
530371,HA03906
530372,HA03904
530373,HA03912
530374,HA03903
530377,HA03907
530379,HA03910
530380,HA03909
530381,HA03908
530382,HA03911
540001,HA04101
540002,HA04102
540003,HA04087
540004,HA04103
540005,HA04128
540006,HA04146
540007,HA04129
540008,HA04130
540009,HA04131
540010,HA04234
540011,HA04220
540012,HA04263
540013,HA04296
540014,HA04289
540015,HA03887
600001,HP04318
600002,HP04308
600003,HP04315
600004,HP04326
600005,HP04309
600006,HP04327
600007,HP04305
600008,HP04329
600009,HP04333
600010,HP04334
600011,HP04347
600012,HP04348
600013,HP04357
600014,HP04354
600015,HP04373
600016,HP04320
600017,HP04382
600018,HP04387
630001,HP04322
630005,HP04304
630006,HP04311
630007,HP04302
630008,HP04313
630009,HP04306
630011,HP04310
630012,HP04324
630013,HP04325
630014,HP04321
630015,HP04312
630016,HP04301
630017,HP04323
630018,HP04343
630020,HP04314
630021,HP04316
630022,HP04317
630023,HP04330
630024,HP04328
630025,HP04307
630026,HP04332
630027,HP04335
630028,HP04331
630029,HP04336
630030,HP04344
630032,HP04358
630033,HP04346
630034,HP04350
630035,HP04351
630036,HP04355
630037,HP04356
630038,HP04352
630040,HP04370
630041,HP04353
630042,HP04360
630043,HP04359
630044,HP04362
630045,HP04361
630046,HP04365
630047,HP04366
630048,HP04367
630049,HP04380
630050,HP04374
630051,HP04371
630052,HP04372
630053,HP04376
630054,HP04375
630055,HP04383
630056,HP04378
630057,HP04377
630058,HP04379
630059,HP04381
630060,HP04384
630061,HP04386
630062,HP04385
630063,HP04388
630064,HP04391
630065,HP04389
630066,HP04390
630068,HP04394
630069,HP04392
630070,HP04393
630071,HP04396
630072,HP04395
630073,HP04397
630074,HP04398
640001,HP04337
640002,HP04342
640003,HP04338
640004,HP04339
640005,HP04341
640006,HP04349
640007,HP04340
640008,HP04345
640009,HP04363
640010,HP04364
690001,HP04319
690002,HP04303
700001,JK04403
700002,JK04410
700003,JK04419
700004,JK04420
700005,JK04421
700006,JK04423
700007,JK04417
700008,JK04404
700009,JK04401
700010,JK04408
700011,JK04414
700012,JK04416
700013,JK04402
700014,JK04425
700015,JK04424
700016,JK04426
700017,JK04427
700018,JK04428
700019,JK04437
700020,JK04441
700021,JK04445
700022,JK04442
700023,JK04444
700024,JK04454
700025,JK04466
730001,JK04406
730002,JK04405
730003,JK04422
730004,JK04418
730005,JK04413
730006,JK04409
730007,JK04412
730008,JK04407
730009,JK04411
730010,JK04415
730012,JK04446
730013,JK04452
730014,JK04449
730015,JK04457
730016,JK04451
730017,JK04453
730018,JK04455
730019,JK04456
730020,JK04458
730021,JK04459
730022,JK04460
730023,JK04461
730024,JK04462
730025,JK04463
730026,JK04464
730027,JK04465
740001,JK04430
740002,JK04431
740003,JK04432
740004,JK04436
740005,JK04435
740006,JK04447
740007,JK04448
740008,JK04433
740009,JK04450
740010,JK04438
740011,JK04439
740012,JK04434
740013,JK04440
740014,JK04443
800001,KK06314
800002,KK06313
800003,KK06318
800004,KK06306
800005,KK06315
800006,KK06331
800007,KK06333
800008,KK06323
800009,KK06322
800010,KK06320
800011,KK06327
800012,KK06363
800013,KK06316
800014,KK06332
800015,KK06308
800016,KK06307
800017,KK06345
800018,KK06348
800019,KK06349
800020,KK06351
800021,KK06352
800022,KK06357
800023,KK06364
800024,KK06385
800025,KK06391
800026,KK06407
800027,KK06406
800028,KK06423
800029,KK06428
800030,KK06435
800031,KK06429
830001,KK06304
830002,KK06317
830003,KK06325
830004,KK06330
830005,KK06329
830006,KK06301
830007,KK06311
830008,KK06321
830009,KK06341
830010,KK06328
830011,KK06324
830012,KK06302
830013,KK06326
830014,KK06309
830017,KK06319
830018,KK06312
830019,KK06334
830021,KK06303
830022,KK06305
830023,KK06335
830025,KK06310
830026,KK06342
830027,KK06336
830028,KK06365
830029,KK06346
830030,KK06366
830031,KK06367
830032,KK06353
830033,KK06383
830034,KK06382
830035,KK06384
830036,KK06368
830038,KK06369
830039,KK06370
830040,KK06378
830041,KK06389
830042,KK06386
830043,KK06394
830044,KK06387
830045,KK06390
830046,KK06398
830047,KK06393
830048,KK06396
830049,KK06395
830050,KK06408
830051,KK06388
830052,KK06392
830053,KK06409
830054,KK06397
830055,KK06399
830056,KK06401
830057,KK06400
830058,KK06402
830059,KK06403
830060,KK06404
830061,KK06411
830062,KK06414
830063,KK06413
830064,KK06412
830065,KK06417
830066,KK06415
830067,KK06418
830068,KK06416
830069,KK06420
830070,KK06419
830071,KK06424
830072,KK06425
830073,KK06421
830074,KK06422
830076,KK06426
830080,KK06427
830081,KK06430
840001,KK06359
840002,KK06371
840003,KK06350
840004,KK06343
840005,KK06360
840006,KK06344
840007,KK06361
840008,KK06380
840009,KK06347
840010,KK06381
840011,KK06362
840012,KK06356
840013,KK06374
840014,KK06375
840015,KK06354
840016,KK06376
840017,KK06355
840018,KK06377
840019,KK06405
840020,KK06410
890001,KK06337
890002,KK06340
890003,KK06339
890004,KK06338
890005,KK06358
900001,KL06506
900002,KL06511
900003,KL06507
900004,KL06527
900005,KL06520
900006,KL06529
900007,KL06508
900008,KL06519
900009,KL06517
900010,KL06537
900011,KL06536
900012,KL06538
900013,KL06543
900014,KL06548
900015,KL06542
900016,KL06552
900017,KL06551
900018,KL06553
900019,KL06559
900020,KL06566
900021,KL06588
900022,KL06627
900023,KL06691
900024,KL07256
900025,KL07287
900026,KL07296
900027,KL07338
930001,KL06528
930002,KL06530
930004,KL06531
930005,KL06515
930006,KL06526
930007,KL06524
930010,KL06525
930011,KL06504
930012,KL06523
930013,KL06501
930014,KL06502
930015,KL06509
930016,KL06514
930017,KL06510
930018,KL06505
930019,KL06533
930020,KL06518
930021,KL06512
930022,KL06521
930023,KL06532
930024,KL06516
930025,KL06591
930026,KL06541
930027,KL06522
930028,KL06503
930029,KL06513
930030,KL06535
930031,KL06539
930032,KL06540
930033,KL06549
930034,KL06534
930035,KL06545
930036,KL06546
930037,KL06560
930038,KL06544
930039,KL06550
930040,KL06554
930041,KL06547
930042,KL06561
930043,KL06580
930044,KL06567
930045,KL06578
930046,KL06555
930047,KL06568
930048,KL06562
930049,KL06569
930050,KL06570
930051,KL06571
930052,KL06581
930053,KL06594
930054,KL06572
930055,KL06573
930056,KL06606
930057,KL06577
930058,KL06595
930059,KL06593
930060,KL06590
930061,KL06587
930062,KL06596
930063,KL06592
930064,KL06586
930065,KL06582
930066,KL06597
930067,KL06628
930068,KL06598
930069,KL06612
930070,KL06599
930071,KL06600
930072,KL06584
930073,KL06585
930074,KL06614
930075,KL06583
930076,KL06589
930077,KL06601
930078,KL06624
930079,KL06611
930080,KL06605
930081,KL06602
930082,KL06616
930083,KL06633
930084,KL06629
930085,KL06621
930086,KL06636
930087,KL06637
930088,KL06638
930089,KL06659
930090,KL06639
930091,KL06623
930092,KL06632
930093,KL06656
930094,KL06603
930095,KL06631
930096,KL06640
930097,KL07225
930098,KL06675
930099,KL06641
930100,KL06625
930101,KL06642
930102,KL06630
930103,KL06615
930104,KL06643
930105,KL06644
930106,KL06634
930107,KL06617
930108,KL06658
930109,KL06657
930110,KL06613
930111,KL06609
930112,KL06664
930113,KL06619
930114,KL07251
930115,KL06645
930116,KL06687
930117,KL06683
930118,KL06620
930119,KL06610
930120,KL06674
930121,KL06618
930122,KL06662
930123,KL06684
930124,KL06681
930125,KL06660
930126,KL06622
930127,KL06679
930128,KL06676
930129,KL06680
930130,KL06672
930131,KL06663
930132,KL06690
930133,KL06646
930134,KL07214
930135,KL06670
930136,KL06668
930137,KL06667
930138,KL06678
930139,KL07294
930140,KL06647
930141,KL06694
930142,KL06673
930143,KL06671
930144,KL07208
930145,KL07218
930146,KL06692
930147,KL06665
930148,KL06648
930149,KL06649
930150,KL07201
930151,KL06650
930153,KL06651
930154,KL07222
930155,KL06698
930156,KL06653
930157,KL06654
930158,KL07223
930159,KL07235
930160,KL07217
930161,KL06655
930162,KL07206
930163,KL06652
930164,KL07245
930165,KL07230
930166,KL07212
930167,KL07243
930168,KL06688
930169,KL06661
930170,KL06700
930171,KL07236
930172,KL06682
930173,KL07257
930174,KL07224
930175,KL06685
930176,KL07246
930177,KL07264
930178,KL06696
930179,KL07247
930180,KL07228
930181,KL07211
930182,KL07237
930183,KL07227
930184,KL06686
930185,KL07210
930186,KL06666
930187,KL06669
930188,KL07254
930189,KL07240
930190,KL07209
930191,KL07220
930192,KL07318
930193,KL07239
930194,KL07283
930195,KL07205
930196,KL07221
930197,KL07241
930198,KL06693
930199,KL07219
930200,KL07291
930201,KL07284
930202,KL07238
930203,KL07231
930205,KL07232
930206,KL07349
930208,KL07233
930209,KL07266
930210,KL07274
930211,KL06699
930212,KL06697
930213,KL06695
930214,KL07252
930215,KL07204
930216,KL07234
930217,KL07271
930218,KL07203
930219,KL07207
930220,KL07215
930221,KL07288
930222,KL07311
930223,KL07282
930224,KL07299
930225,KL07345
930226,KL07202
930228,KL07353
930229,KL07267
930230,KL07331
930231,KL07378
930232,KL07216
930233,KL07213
930234,KL07310
930235,KL07280
930236,KL07300
930237,KL07351
930239,KL07354
930240,KL07289
930241,KL07307
930242,KL07275
930243,KL07279
930245,KL07286
930246,KL07335
930248,KL07242
930249,KL07281
930250,KL07244
930251,KL07302
930252,KL07348
930253,KL07265
930254,KL07249
930255,KL07248
930256,KL07322
930257,KL07250
930258,KL07344
930259,KL07317
930260,KL07226
930261,KL07253
930262,KL07285
930263,KL07290
930264,KL07367
930265,KL07324
930266,KL07347
930267,KL07270
930268,KL07334
930269,KL07255
930270,KL07258
930271,KL07259
930272,KL07261
930273,KL07301
930275,KL07360
930276,KL07276
930277,KL07316
930278,KL07273
930279,KL07260
930280,KL07361
930281,KL07263
930282,KL07269
930283,KL07339
930284,KL07326
930285,KL07319
930286,KL07332
930287,KL07262
930288,KL07272
930289,KL07268
930290,KL07328
930291,KL07313
930292,KL07293
930293,KL07278
930294,KL07325
930295,KL07277
930296,KL07292
930297,KL07295
930299,KL07374
930301,KL07297
930302,KL07336
930303,KL07329
930304,KL07305
930305,KL07327
930306,KL07303
930307,KL07352
930308,KL07304
930310,KL07298
930311,KL07340
930312,KL07510
930314,KL07309
930316,KL07333
930317,KL07306
930318,KL07342
930319,KL07320
930321,KL07321
930322,KL07314
930323,KL07312
930326,KL07308
930329,KL07323
930332,KL07315
930334,KL07330
930336,KL07337
930339,KL07341
930341,KL07343
930342,KL07346
930344,KL07350
930347,KL07358
930348,KL07355
930355,KL07356
930358,KL07504
930359,KL07359
930388,KL07387
930394,KL07506
940001,KL06563
940002,KL06557
940003,KL06579
940004,KL06564
940005,KL06565
940006,KL06677
940007,KL06556
940008,KL06558
940009,KL06574
940010,KL06575
940011,KL06576
940012,KL06604
1000001,MP03166
1000002,MP03157
1000003,MP03249
1000004,MP03262
1000005,MP03318
1000006,MP03307
1000007,MP03406
1000008,MP03278
1000009,MP03364
1000010,MP03181
1000011,MP03358
1000012,MP03215
1000013,MP03156
1000014,MP03280
1000015,MP03270
1000016,MP03441
1000017,MP03325
1000018,MP03271
1000019,MP03332
1000020,MP03315
1000021,MP03455
1000022,MP03412
1000023,MP03251
1000024,MP03306
1000025,MP03399
1000026,MP03427
1000027,MP03426
1000028,MP03316
1000029,MP03366
1000030,MP03334
1000031,MP03447
1000032,MP03288
1000033,MP03203
1000034,MP03423
1000035,MP03395
1000036,MP03449
1000037,MP03254
1000038,MP03273
1000039,MP03459
1000040,MP03238
1000041,MP03331
1000042,MP03185
1000043,MP03444
1000044,MP03308
1000045,MP03305
1000046,MP03363
1000047,MP03410
1000049,MP03425
1000050,MP03420
1000051,MP03336
1000052,MP03275
1000053,MP03317
1000054,MP03210
1000055,MP03171
1000056,MP03430
1000057,MP03199
1000058,MP03220
1000059,MP03151
1000060,MP03196
1000061,MP03319
1000062,MP03260
1000063,MP03323
1000064,MP03244
1000065,MP03277
1000066,MP03434
1000067,MP03464
1000068,MP03161
1000069,MP03414
1000070,MP03478
1000073,MP03327
1030001,MP03279
1030002,MP03295
1030003,MP03255
1030004,MP03246
1030005,MP03256
1030006,MP03261
1030007,MP03457
1030008,MP03452
1030009,MP03456
1030010,MP03329
1030011,MP03442
1030012,MP03443
1030013,MP03252
1030014,MP03398
1030015,MP03250
1030016,MP03167
1030017,MP03274
1030018,MP03178
1030019,MP03405
1030020,MP03357
1030021,MP03211
1030022,MP03396
1030023,MP03291
1030024,MP03294
1030025,MP03365
1030026,MP03159
1030027,MP03204
1030028,MP03162
1030029,MP03242
1030030,MP03367
1030031,MP03293
1030032,MP03437
1030033,MP03296
1030034,MP03281
1030035,MP03328
1030036,MP03263
1030037,MP03438
1030038,MP03439
1030039,CG03374
